"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"exp_11"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"pbin_11"	"SumAbsDev"	"LargestDev"
"二楼"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"云林"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"互助"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"交叉"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"交款"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"交管"	1	0	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	1.253	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.708	"1"
"交通"	26	0	0	1	3	0	0	1	0	0	0	1.729	0.884	2.393	1.131	10.338	2.003	1.69	2.302	4.746	0.442	3.342	27.479	-0.39	-1.081	-0.163	-2.619	-0.899	-0.755	-0.496	-2.237	-0.193	-1.536	37.848	"1"
"交通大队"	0	0	0	0	1	0	0	0	0	0	1	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	0.69	1.452	"11"
"交通安全"	1	0	0	0	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	0.965	-0.025	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.776	"1"
"交通局"	1	0	0	0	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	0.965	-0.025	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.776	"1"
"交通工"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"交通线"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"交通网"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"交通部"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"亲民"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"人们"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"人生"	0	0	0	0	0	0	0	0	0	0	3	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	-0.087	-0.073	-0.101	-0.217	-0.019	2.902	4.194	"11"
"人迹"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"仁友"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"从而"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"以北"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"以后"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"以往"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"以西"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"以防万一"	0	1	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	1.545	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	2.012	"2"
"仪式"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"仲裁"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"任西蒙"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"伊国"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"休闲"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"众院"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"优胜"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"会期"	2	0	0	0	0	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	2.507	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	3.415	"1"
"会谈"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"会通"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"传世"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"传播"	0	0	0	0	0	0	11	0	0	0	0	0.614	0.314	0.849	0.401	3.668	0.711	0.6	0.817	1.684	0.157	1.186	-0.274	-0.138	-0.384	-0.178	-1.938	-0.319	13.897	-0.369	-0.794	-0.069	-0.545	18.905	"7"
"传染"	0	0	0	0	0	0	9	0	0	0	0	0.502	0.257	0.695	0.328	3.001	0.581	0.491	0.668	1.378	0.128	0.97	-0.224	-0.113	-0.314	-0.145	-1.586	-0.261	11.37	-0.302	-0.65	-0.056	-0.446	15.467	"7"
"传染源"	0	0	0	0	0	0	2	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	2.527	-0.067	-0.144	-0.012	-0.099	3.436	"7"
"传统"	0	0	0	0	0	1	0	1	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	0.903	-0.049	0.845	-0.144	-0.012	-0.099	2.581	"6"
"传达"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"伯利恒"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"住户"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"体育场"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"佔用"	0	0	0	0	3	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	1.431	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	2.343	"5"
"何勇强"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"作业"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"供水"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"供电"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"侧"	0	0	0	0	3	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	1.431	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	2.343	"5"
"便宜"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"促使"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"促进"	0	0	0	0	0	0	0	0	2	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	1.63	-0.012	-0.099	2.444	"9"
"俄"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"俏皮"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"保健"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"保守"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"保留"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"保障"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"信义线"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"信众"	0	0	0	0	1	0	0	0	1	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	0.549	-0.012	-0.099	1.266	"9"
"信息"	0	0	0	0	0	0	0	0	2	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	1.63	-0.012	-0.099	2.444	"9"
"修"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"修复费"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"修建"	0	0	0	0	6	0	0	0	0	0	0	0.335	0.171	0.463	0.219	2.001	0.388	0.327	0.445	0.919	0.086	0.647	-0.15	-0.075	-0.209	-0.097	2.862	-0.174	-0.146	-0.201	-0.433	-0.037	-0.297	4.681	"5"
"修筑"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"候补"	0	1	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	1.545	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	2.012	"2"
"倾向"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"偏离"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"做为"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"停"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"停留"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"停车场"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"停驶"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"僵局"	0	0	0	0	0	0	0	2	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	2.259	-0.144	-0.012	-0.099	3.15	"8"
"光复南路"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"光辉"	0	0	0	0	0	0	0	0	0	0	2	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	-0.144	-0.012	1.935	2.794	"11"
"克服"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"克林顿"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"党"	0	0	0	0	0	0	0	0	3	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	-0.087	-0.073	-0.101	2.445	-0.019	-0.149	3.669	"9"
"党主席"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"党团"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"党风"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"入口"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"入馆"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"全力"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"全天候"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"全民"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"全长"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"八七"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"八达"	0	0	0	1	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	1.145	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.974	"4"
"公"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"公共"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"公听会"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"公款"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"公然"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"公用"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"公路"	1	0	0	0	3	0	0	0	0	0	0	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	0.688	-0.05	-0.14	-0.065	0.954	-0.116	-0.097	-0.134	-0.289	-0.025	-0.198	2.756	"5"
"公路局"	0	0	0	0	3	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	1.431	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	2.343	"5"
"公车"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"公转"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"公道"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"公里"	1	0	3	0	9	0	0	0	0	0	0	0.725	0.371	1.003	0.474	4.335	0.84	0.709	0.965	1.99	0.185	1.401	0.279	-0.163	1.135	-0.21	2.053	-0.377	-0.317	-0.436	-0.938	-0.081	-0.644	6.633	"5"
