"top20dca_collo"	"cluster"	"concept"
"巴 以 暴力 流血 巴勒斯坦 中东 以色列 巴勒斯坦人 耶路撒冷 恢复 持续 阿拉法特 停止 平息 敦促 冲突 和平 谈判 斡旋 最近"	2	"war_13981403-n"
"发生 爆发 武装 受伤 警方 造成 金 反政府武装 政府军 地区 东部 今 德河 族 迄 部族 丧生 亚齐 至今 交火"	3	"war_13981403-n"
"美伊 结束 两岸 反 时期 革命 场 解决 军事 因素 沙斯 争 卷入 年代 开始 抗 抗日 战争 NA NA"	4	"war_13981403-n"
"饮食 习惯 水果 蔬菜 吃 有关 癌症 人士 开 营养 过剩 平日 不良 健康 运动 槟榔 NA NA NA NA"	1	"way_13939604-n"
"作品 不同 艺术 独特 设计 创作 特色 表演 音乐 剪纸 传统 具有 建筑 表现 迥异 其 地方 各 民族 现代"	2	"way_13939604-n"
"、 工作 和 建设 领导 主义 作风 转变 改进 深入 思想 干部 加强 党 基层 形式 要 ═ 切实 机关"	3	"way_13939604-n"
"风俗 个人 尊重 形象 顽强 中国队 低调 强势 感情 正派 流行 硬 细腻 鲜明 NA NA NA NA NA NA"	4	"way_13939604-n"
"养成 生活 卫生 培养 良好 改变 人们 使用 自己 消费 阅读 国人 孩子 用 种 这样 看 运动 些 市民"	5	"way_13939604-n"
"采取 系列 积极 非典 部门 疫情 多 有效 保护 力度 感染 振兴 机体 果断 相应 种种 立即 防护 防控 阳宗"	1	"way_means_00172710-n"
"以 或 书面 传送 武力 避孕 使用 来 贷款 利用 NA NA NA NA NA NA NA NA NA NA"	2	"way_means_00172710-n"
"防范 採取 防止 沙斯 加强 有效 SARS 做好 非典 项 防治 检测 肺炎 落实 进口 应对 治疗 诊断 防 各"	3	"way_means_00172710-n"
"解决 用 采用 《 》 等 管理 种 条 经营 规定 进行 NA NA NA NA NA NA NA NA"	4	"way_means_00172710-n"
"交通 事故 交通安全 运输 上海 整治 罚 条例 设施 交管 大乱 开门 恶性 旅馆 明珠线 流量 管理处 西 工程 管理"	1	"way_path_00415676-n"
"条 巴士 号 路线 火星 公里 卫星 捷运 通车 同步 地球 站 路 偏离 发射 图 地铁 通往 通行 服务"	2	"way_path_00415676-n"
"通过 解决 和平 种 传播 问题 有效 党 基本 实现 重要 新 其他 探索 沿着 法律 非典 外交 群众 主要"	3	"way_path_00415676-n"
"走上 走 发展 偶像 承担 坚持 21世纪 致富 NA NA NA NA NA NA NA NA NA NA NA NA"	4	"way_path_00415676-n"
"汉巴 陪同 中医师 毛玉萍 陈志良 他人 中情局 乖 九阴 住进 公款 前任 否认 回祈团 地狱 声称 威尔逊 婚变 帐户 情夫"	1	"wife_marriedwoman_10780632-n"
"丈夫 离婚 妻子 苏永康 伊克巴勒 夫人 少妇 忧郁症 打到 王焕富 离 身为 道歉 与 ！ 内心 女郎 申请 赶到 她"	2	"wife_marriedwoman_10780632-n"
"他 我 女儿 岁 儿子 当 先生 太太 孩子 着 ： 说 给 ？ 死者 NA NA NA NA NA"	3	"wife_marriedwoman_10780632-n"
"男性 女性 人数 调查 劳工 比 占 喜爱 为 则 佔 克鲁斯 学员 投票权 拉美 李奥 深受 满意 爱滋病 百分之四"	1	"woman_10787470-n"
"名 位 岁 全身 以上 死亡 第一 家庭 家庭暴力 拐卖 议员 偷渡客 卖淫 四舍五入法 回教 堕胎 居多 巴勒斯坦 暴力 机车"	2	"woman_10787470-n"
"儿童 卖 打伤 打死 拐 人权 保护 12时 30多 64163940 83 书法展 交叉 伊拉克人民 伤势 作案 出海 协调 发挥 发起"	3	"woman_10787470-n"
"妇女 子女 组织 多 妮莎 平权 理事会 赞扬 通婚 两性 教育 保健 嫁 NA NA NA NA NA NA NA"	4	"woman_10787470-n"
"个 女人 男人 她 》 《 她们 我 ？ ： 丈夫 」 着 「 了 什么 带 那 跟 为什么"	5	"woman_10787470-n"
"团体 协会 基金会 交流 权益 全国 大会 干部 青年 救援 杰出 海峡 研讨 研讨会 联合会 西藏 选举权 提高 农村 参与"	6	"woman_10787470-n"
"胸部 健康 更年期 生育 服用 荷尔蒙 地位 －－ 乳房 乳癌 泳装 男生 症状 穿 障碍 黎明 年轻 老人 越来越 许多"	7	"woman_10787470-n"
"薪水 裁员 让 工厂 住宅 医院 所有 雇员 体温 批发 薪金 餐厅 必须 成本 雇主 体总 佔 台电 年长 果菜"	1	"worker_09632518-n"
"公司 名 员工 聘请 薪酬 新航 人力 加薪 司 招聘 民营化 水果摊 现有 受 每 办公 口罩 安排 性质 NA"	2	"worker_09632518-n"
"劳工 工会 工时 失业 全国 职灾 「 八四 劳委会 行政院 党团 关厂 冯昭 团体 外籍 小时 工时案 年兴 联盟 週"	3	"worker_09632518-n"
"阶级 依靠 工人 不移 充分 全心全意 无线 既 作用 发挥 坚定 上岗 主人翁 主力军 作为党 使命感 先进 先锋队 创业 反映"	4	"worker_09632518-n"
"新闻 医务 干部 群众 广大 文物 们 和 中国 代表团 党 劲头 协会 土耳其 声明 居住 工作者 师生 开罗 批"	5	"worker_09632518-n"
"工资 企业 医疗 职工 保险 单位 困难 和 基本 城镇 农村 技能 万 农民 安置 帮扶 权益 保障 下岗 建立"	6	"worker_09632518-n"
